cpu_id,oid,snap,osize,oseq,offset,length,truncate_size,truncate_seq
 2 ," ""10000000624.00000000""", 18446744073709551614, 0, 0, 0, 705, 0, 0 
 2 ," ""10000000625.00000000""", 18446744073709551614, 0, 0, 0, 677, 0, 0 
 0 ," ""10000000626.00000000""", 18446744073709551614, 0, 0, 0, 514, 0, 0 
 2 ," ""10000000627.00000000""", 18446744073709551614, 0, 0, 0, 1172, 0, 0 
 0 ," ""10000000628.00000000""", 18446744073709551614, 0, 0, 0, 524, 0, 0 
 0 ," ""10000000629.00000000""", 18446744073709551614, 0, 0, 0, 416, 0, 0 
 0 ," ""1000000062a.00000000""", 18446744073709551614, 0, 0, 0, 270, 0, 0 
 3 ," ""1000000062b.00000000""", 18446744073709551614, 0, 0, 0, 1313, 0, 0 
 3 ," ""1000000062c.00000000""", 18446744073709551614, 0, 0, 0, 1985, 0, 0 
 0 ," ""1000000062d.00000000""", 18446744073709551614, 0, 0, 0, 1033, 0, 0 
 2 ," ""1000000062e.00000000""", 18446744073709551614, 0, 0, 0, 1713, 0, 0 
 3 ," ""1000000062f.00000000""", 18446744073709551614, 0, 0, 0, 1242, 0, 0 
 0 ," ""10000000630.00000000""", 18446744073709551614, 0, 0, 0, 739, 0, 0 
 0 ," ""10000000631.00000000""", 18446744073709551614, 0, 0, 0, 1106, 0, 0 
 1 ," ""10000000632.00000000""", 18446744073709551614, 0, 0, 0, 492, 0, 0 
 1 ," ""10000000633.00000000""", 18446744073709551614, 0, 0, 0, 2688, 0, 0 
 0 ," ""10000000634.00000000""", 18446744073709551614, 0, 0, 0, 590, 0, 0 
 0 ," ""10000000635.00000000""", 18446744073709551614, 0, 0, 0, 1668, 0, 0 
 0 ," ""10000000636.00000000""", 18446744073709551614, 0, 0, 0, 593, 0, 0 
 2 ," ""10000000637.00000000""", 18446744073709551614, 0, 0, 0, 1411, 0, 0 
 2 ," ""10000000638.00000000""", 18446744073709551614, 0, 0, 0, 547, 0, 0 
 2 ," ""10000000639.00000000""", 18446744073709551614, 0, 0, 0, 545, 0, 0 
 0 ," ""1000000063a.00000000""", 18446744073709551614, 0, 0, 0, 1122, 0, 0 
 2 ," ""1000000063b.00000000""", 18446744073709551614, 0, 0, 0, 1019, 0, 0 
 1 ," ""1000000063c.00000000""", 18446744073709551614, 0, 0, 0, 1113, 0, 0 
 0 ," ""1000000063d.00000000""", 18446744073709551614, 0, 0, 0, 816, 0, 0 
 3 ," ""1000000063e.00000000""", 18446744073709551614, 0, 0, 0, 855, 0, 0 
 1 ," ""1000000063f.00000000""", 18446744073709551614, 0, 0, 0, 2746, 0, 0 
 3 ," ""10000000640.00000000""", 18446744073709551614, 0, 0, 0, 2238, 0, 0 
 3 ," ""10000000641.00000000""", 18446744073709551614, 0, 0, 0, 393, 0, 0 
 1 ," ""10000000642.00000000""", 18446744073709551614, 0, 0, 0, 396, 0, 0 
 1 ," ""10000000643.00000000""", 18446744073709551614, 0, 0, 0, 1001, 0, 0 
 1 ," ""10000000644.00000000""", 18446744073709551614, 0, 0, 0, 892, 0, 0 
 0 ," ""10000000645.00000000""", 18446744073709551614, 0, 0, 0, 2711, 0, 0 
 2 ," ""10000000646.00000000""", 18446744073709551614, 0, 0, 0, 894, 0, 0 
 3 ," ""10000000647.00000000""", 18446744073709551614, 0, 0, 0, 185, 0, 0 
 3 ," ""10000000648.00000000""", 18446744073709551614, 0, 0, 0, 353, 0, 0 
 3 ," ""10000000649.00000000""", 18446744073709551614, 0, 0, 0, 697, 0, 0 
 3 ," ""1000000064a.00000000""", 18446744073709551614, 0, 0, 0, 526, 0, 0 
 2 ," ""1000000064b.00000000""", 18446744073709551614, 0, 0, 0, 201, 0, 0 
 2 ," ""1000000064c.00000000""", 18446744073709551614, 0, 0, 0, 1264, 0, 0 
 2 ," ""1000000064d.00000000""", 18446744073709551614, 0, 0, 0, 1019, 0, 0 
 2 ," ""1000000064e.00000000""", 18446744073709551614, 0, 0, 0, 1800, 0, 0 
 0 ," ""1000000064f.00000000""", 18446744073709551614, 0, 0, 0, 535, 0, 0 
 3 ," ""10000000650.00000000""", 18446744073709551614, 0, 0, 0, 453, 0, 0 
 1 ," ""10000000651.00000000""", 18446744073709551614, 0, 0, 0, 3252, 0, 0 
 2 ," ""10000000652.00000000""", 18446744073709551614, 0, 0, 0, 822, 0, 0 
 1 ," ""10000000653.00000000""", 18446744073709551614, 0, 0, 0, 2348, 0, 0 
 1 ," ""10000000654.00000000""", 18446744073709551614, 0, 0, 0, 1164, 0, 0 
 1 ," ""10000000655.00000000""", 18446744073709551614, 0, 0, 0, 189, 0, 0 
 1 ," ""10000000656.00000000""", 18446744073709551614, 0, 0, 0, 661, 0, 0 
 1 ," ""10000000657.00000000""", 18446744073709551614, 0, 0, 0, 1976, 0, 0 
 3 ," ""10000000658.00000000""", 18446744073709551614, 0, 0, 0, 317, 0, 0 
 3 ," ""10000000659.00000000""", 18446744073709551614, 0, 0, 0, 813, 0, 0 
 1 ," ""1000000065a.00000000""", 18446744073709551614, 0, 0, 0, 1106, 0, 0 
 2 ," ""1000000065b.00000000""", 18446744073709551614, 0, 0, 0, 606, 0, 0 
 2 ," ""200.00000001""", 18446744073709551614, 3169282, 0, 3169282, 356409, 0, 0 
 3 ," ""1000000065c.00000000""", 18446744073709551614, 0, 0, 0, 2684, 0, 0 
 2 ," ""1000000065d.00000000""", 18446744073709551614, 0, 0, 0, 610, 0, 0 
 2 ," ""1000000065e.00000000""", 18446744073709551614, 0, 0, 0, 210, 0, 0 
 0 ," ""1000000065f.00000000""", 18446744073709551614, 0, 0, 0, 491, 0, 0 
 0 ," ""10000000660.00000000""", 18446744073709551614, 0, 0, 0, 478, 0, 0 
 3 ," ""10000000661.00000000""", 18446744073709551614, 0, 0, 0, 484, 0, 0 
 0 ," ""10000000662.00000000""", 18446744073709551614, 0, 0, 0, 2550, 0, 0 
 0 ," ""10000000663.00000000""", 18446744073709551614, 0, 0, 0, 1381, 0, 0 
 2 ," ""10000000664.00000000""", 18446744073709551614, 0, 0, 0, 1137, 0, 0 
 3 ," ""10000000665.00000000""", 18446744073709551614, 0, 0, 0, 964, 0, 0 
 3 ," ""10000000666.00000000""", 18446744073709551614, 0, 0, 0, 2428, 0, 0 
 2 ," ""10000000667.00000000""", 18446744073709551614, 0, 0, 0, 587, 0, 0 
 2 ," ""10000000668.00000000""", 18446744073709551614, 0, 0, 0, 754, 0, 0 
 3 ," ""10000000669.00000000""", 18446744073709551614, 0, 0, 0, 315, 0, 0 
 3 ," ""1000000066a.00000000""", 18446744073709551614, 0, 0, 0, 752, 0, 0 
 2 ," ""1000000066b.00000000""", 18446744073709551614, 0, 0, 0, 258, 0, 0 
 2 ," ""1000000066c.00000000""", 18446744073709551614, 0, 0, 0, 1274, 0, 0 
 1 ," ""1000000066d.00000000""", 18446744073709551614, 0, 0, 0, 442, 0, 0 
 1 ," ""1000000066e.00000000""", 18446744073709551614, 0, 0, 0, 872, 0, 0 
 2 ," ""1000000066f.00000000""", 18446744073709551614, 0, 0, 0, 1815, 0, 0 
 1 ," ""10000000670.00000000""", 18446744073709551614, 0, 0, 0, 1362, 0, 0 
 2 ," ""10000000671.00000000""", 18446744073709551614, 0, 0, 0, 2433, 0, 0 
 3 ," ""10000000672.00000000""", 18446744073709551614, 0, 0, 0, 1035, 0, 0 
 1 ," ""10000000673.00000000""", 18446744073709551614, 0, 0, 0, 1268, 0, 0 
 0 ," ""10000000674.00000000""", 18446744073709551614, 0, 0, 0, 476, 0, 0 
 1 ," ""10000000675.00000000""", 18446744073709551614, 0, 0, 0, 348, 0, 0 
 1 ," ""10000000676.00000000""", 18446744073709551614, 0, 0, 0, 837, 0, 0 
 0 ," ""10000000677.00000000""", 18446744073709551614, 0, 0, 0, 905, 0, 0 
 1 ," ""10000000678.00000000""", 18446744073709551614, 0, 0, 0, 433, 0, 0 
 2 ," ""10000000679.00000000""", 18446744073709551614, 0, 0, 0, 452, 0, 0 
 3 ," ""1000000067a.00000000""", 18446744073709551614, 0, 0, 0, 662, 0, 0 
 0 ," ""1000000067b.00000000""", 18446744073709551614, 0, 0, 0, 2239, 0, 0 
 3 ," ""1000000067c.00000000""", 18446744073709551614, 0, 0, 0, 1682, 0, 0 
 0 ," ""1000000067d.00000000""", 18446744073709551614, 0, 0, 0, 607, 0, 0 
 2 ," ""1000000067e.00000000""", 18446744073709551614, 0, 0, 0, 1229, 0, 0 
 1 ," ""1000000067f.00000000""", 18446744073709551614, 0, 0, 0, 379, 0, 0 
 1 ," ""10000000680.00000000""", 18446744073709551614, 0, 0, 0, 3422, 0, 0 
 1 ," ""10000000681.00000000""", 18446744073709551614, 0, 0, 0, 1878, 0, 0 
 3 ," ""10000000682.00000000""", 18446744073709551614, 0, 0, 0, 256, 0, 0 
 3 ," ""10000000683.00000000""", 18446744073709551614, 0, 0, 0, 544, 0, 0 
 3 ," ""10000000684.00000000""", 18446744073709551614, 0, 0, 0, 862, 0, 0 
 1 ," ""10000000685.00000000""", 18446744073709551614, 0, 0, 0, 587, 0, 0 
 2 ," ""10000000686.00000000""", 18446744073709551614, 0, 0, 0, 283, 0, 0 
 2 ," ""10000000687.00000000""", 18446744073709551614, 0, 0, 0, 80, 0, 0 
 3 ," ""10000000688.00000000""", 18446744073709551614, 0, 0, 0, 335, 0, 0 
 0 ," ""10000000689.00000000""", 18446744073709551614, 0, 0, 0, 716, 0, 0 
 0 ," ""1000000068a.00000000""", 18446744073709551614, 0, 0, 0, 1214, 0, 0 
 0 ," ""1000000068b.00000000""", 18446744073709551614, 0, 0, 0, 2550, 0, 0 
 1 ," ""1000000068c.00000000""", 18446744073709551614, 0, 0, 0, 430, 0, 0 
 3 ," ""1000000068d.00000000""", 18446744073709551614, 0, 0, 0, 187, 0, 0 
 3 ," ""1000000068e.00000000""", 18446744073709551614, 0, 0, 0, 493, 0, 0 
 0 ," ""1000000068f.00000000""", 18446744073709551614, 0, 0, 0, 639, 0, 0 
 2 ," ""10000000690.00000000""", 18446744073709551614, 0, 0, 0, 319, 0, 0 
 3 ," ""10000000691.00000000""", 18446744073709551614, 0, 0, 0, 1064, 0, 0 
 1 ," ""10000000692.00000000""", 18446744073709551614, 0, 0, 0, 913, 0, 0 
 2 ," ""10000000693.00000000""", 18446744073709551614, 0, 0, 0, 333, 0, 0 
 1 ," ""10000000694.00000000""", 18446744073709551614, 0, 0, 0, 2835, 0, 0 
 1 ," ""10000000695.00000000""", 18446744073709551614, 0, 0, 0, 363, 0, 0 
 1 ," ""10000000696.00000000""", 18446744073709551614, 0, 0, 0, 1888, 0, 0 
 1 ," ""10000000697.00000000""", 18446744073709551614, 0, 0, 0, 236, 0, 0 
 1 ," ""10000000698.00000000""", 18446744073709551614, 0, 0, 0, 491, 0, 0 
 1 ," ""10000000699.00000000""", 18446744073709551614, 0, 0, 0, 2188, 0, 0 
 2 ," ""1000000069a.00000000""", 18446744073709551614, 0, 0, 0, 959, 0, 0 
 3 ," ""1000000069b.00000000""", 18446744073709551614, 0, 0, 0, 698, 0, 0 
 1 ," ""1000000069c.00000000""", 18446744073709551614, 0, 0, 0, 1305, 0, 0 
 0 ," ""1000000069d.00000000""", 18446744073709551614, 0, 0, 0, 373, 0, 0 
 1 ," ""1000000069e.00000000""", 18446744073709551614, 0, 0, 0, 1082, 0, 0 
 1 ," ""1000000069f.00000000""", 18446744073709551614, 0, 0, 0, 3098, 0, 0 
 2 ," ""100000006a0.00000000""", 18446744073709551614, 0, 0, 0, 1543, 0, 0 
 2 ," ""100000006a1.00000000""", 18446744073709551614, 0, 0, 0, 442, 0, 0 
 0 ," ""100000006a2.00000000""", 18446744073709551614, 0, 0, 0, 2167, 0, 0 
 2 ," ""100000006a3.00000000""", 18446744073709551614, 0, 0, 0, 1654, 0, 0 
 0 ," ""100000006a4.00000000""", 18446744073709551614, 0, 0, 0, 170, 0, 0 
 1 ," ""100000006a5.00000000""", 18446744073709551614, 0, 0, 0, 500, 0, 0 
 1 ," ""100000006a6.00000000""", 18446744073709551614, 0, 0, 0, 374, 0, 0 
 1 ," ""100000006a7.00000000""", 18446744073709551614, 0, 0, 0, 1838, 0, 0 
 3 ," ""100000006a8.00000000""", 18446744073709551614, 0, 0, 0, 1588, 0, 0 
 0 ," ""100000006a9.00000000""", 18446744073709551614, 0, 0, 0, 918, 0, 0 
 3 ," ""100000006aa.00000000""", 18446744073709551614, 0, 0, 0, 1537, 0, 0 
 0 ," ""100000006ab.00000000""", 18446744073709551614, 0, 0, 0, 753, 0, 0 
 0 ," ""100000006ac.00000000""", 18446744073709551614, 0, 0, 0, 3504, 0, 0 
 1 ," ""100000006ad.00000000""", 18446744073709551614, 0, 0, 0, 1713, 0, 0 
 0 ," ""100000006ae.00000000""", 18446744073709551614, 0, 0, 0, 3675, 0, 0 
 2 ," ""100000006af.00000000""", 18446744073709551614, 0, 0, 0, 1930, 0, 0 
 1 ," ""100000006b0.00000000""", 18446744073709551614, 0, 0, 0, 1824, 0, 0 
 1 ," ""100000006b1.00000000""", 18446744073709551614, 0, 0, 0, 275, 0, 0 
 1 ," ""100000006b2.00000000""", 18446744073709551614, 0, 0, 0, 1527, 0, 0 
 1 ," ""100000006b3.00000000""", 18446744073709551614, 0, 0, 0, 365, 0, 0 
 3 ," ""100000006b4.00000000""", 18446744073709551614, 0, 0, 0, 120, 0, 0 
 1 ," ""100000006b5.00000000""", 18446744073709551614, 0, 0, 0, 1010, 0, 0 
 2 ," ""100000006b6.00000000""", 18446744073709551614, 0, 0, 0, 488, 0, 0 
 2 ," ""100000006b7.00000000""", 18446744073709551614, 0, 0, 0, 128, 0, 0 
 2 ," ""100000006b8.00000000""", 18446744073709551614, 0, 0, 0, 305, 0, 0 
 0 ," ""100000006b9.00000000""", 18446744073709551614, 0, 0, 0, 679, 0, 0 
 1 ," ""100000006ba.00000000""", 18446744073709551614, 0, 0, 0, 1232, 0, 0 
 2 ," ""100000006bb.00000000""", 18446744073709551614, 0, 0, 0, 357, 0, 0 
 0 ," ""100000006bc.00000000""", 18446744073709551614, 0, 0, 0, 817, 0, 0 
 0 ," ""100000006bd.00000000""", 18446744073709551614, 0, 0, 0, 1330, 0, 0 
 2 ," ""100000006be.00000000""", 18446744073709551614, 0, 0, 0, 959, 0, 0 
 0 ," ""100000006bf.00000000""", 18446744073709551614, 0, 0, 0, 1431, 0, 0 
 3 ," ""100000006c0.00000000""", 18446744073709551614, 0, 0, 0, 1212, 0, 0 
 0 ," ""100000006c1.00000000""", 18446744073709551614, 0, 0, 0, 144, 0, 0 
 2 ," ""100000006c2.00000000""", 18446744073709551614, 0, 0, 0, 793, 0, 0 
 0 ," ""100000006c3.00000000""", 18446744073709551614, 0, 0, 0, 659, 0, 0 
 2 ," ""100000006c4.00000000""", 18446744073709551614, 0, 0, 0, 585, 0, 0 
 3 ," ""100000006c5.00000000""", 18446744073709551614, 0, 0, 0, 391, 0, 0 
 1 ," ""100000006c6.00000000""", 18446744073709551614, 0, 0, 0, 499, 0, 0 
 1 ," ""100000006c7.00000000""", 18446744073709551614, 0, 0, 0, 574, 0, 0 
 3 ," ""100000006c8.00000000""", 18446744073709551614, 0, 0, 0, 3236, 0, 0 
 3 ," ""100000006c9.00000000""", 18446744073709551614, 0, 0, 0, 126, 0, 0 
 1 ," ""100000006ca.00000000""", 18446744073709551614, 0, 0, 0, 318, 0, 0 
 2 ," ""100000006cb.00000000""", 18446744073709551614, 0, 0, 0, 417, 0, 0 
 2 ," ""100000006cc.00000000""", 18446744073709551614, 0, 0, 0, 2067, 0, 0 
 2 ," ""100000006cd.00000000""", 18446744073709551614, 0, 0, 0, 985, 0, 0 
 0 ," ""100000006ce.00000000""", 18446744073709551614, 0, 0, 0, 323, 0, 0 
 1 ," ""100000006cf.00000000""", 18446744073709551614, 0, 0, 0, 1822, 0, 0 
 1 ," ""100000006d0.00000000""", 18446744073709551614, 0, 0, 0, 549, 0, 0 
 1 ," ""100000006d1.00000000""", 18446744073709551614, 0, 0, 0, 1808, 0, 0 
 1 ," ""100000006d2.00000000""", 18446744073709551614, 0, 0, 0, 2386, 0, 0 
 1 ," ""100000006d3.00000000""", 18446744073709551614, 0, 0, 0, 2119, 0, 0 
 0 ," ""100000006d4.00000000""", 18446744073709551614, 0, 0, 0, 271, 0, 0 
 1 ," ""100000006d5.00000000""", 18446744073709551614, 0, 0, 0, 671, 0, 0 
 3 ," ""100000006d6.00000000""", 18446744073709551614, 0, 0, 0, 1145, 0, 0 
 1 ," ""100000006d7.00000000""", 18446744073709551614, 0, 0, 0, 1934, 0, 0 
 2 ," ""100000006d8.00000000""", 18446744073709551614, 0, 0, 0, 51, 0, 0 
 0 ," ""100000006d9.00000000""", 18446744073709551614, 0, 0, 0, 821, 0, 0 
 2 ," ""100000006da.00000000""", 18446744073709551614, 0, 0, 0, 423, 0, 0 
 2 ," ""100000006db.00000000""", 18446744073709551614, 0, 0, 0, 1368, 0, 0 
 2 ," ""100000006dc.00000000""", 18446744073709551614, 0, 0, 0, 2495, 0, 0 
 2 ," ""100000006dd.00000000""", 18446744073709551614, 0, 0, 0, 1111, 0, 0 
 2 ," ""100000006de.00000000""", 18446744073709551614, 0, 0, 0, 1427, 0, 0 
 2 ," ""100000006df.00000000""", 18446744073709551614, 0, 0, 0, 931, 0, 0 
 2 ," ""100000006e0.00000000""", 18446744073709551614, 0, 0, 0, 651, 0, 0 
 3 ," ""100000006e1.00000000""", 18446744073709551614, 0, 0, 0, 363, 0, 0 
 3 ," ""100000006e2.00000000""", 18446744073709551614, 0, 0, 0, 273, 0, 0 
 2 ," ""100000006e3.00000000""", 18446744073709551614, 0, 0, 0, 686, 0, 0 
 2 ," ""100000006e4.00000000""", 18446744073709551614, 0, 0, 0, 1098, 0, 0 
 2 ," ""100000006e5.00000000""", 18446744073709551614, 0, 0, 0, 810, 0, 0 
 1 ," ""100000006e6.00000000""", 18446744073709551614, 0, 0, 0, 867, 0, 0 
 0 ," ""100000006e7.00000000""", 18446744073709551614, 0, 0, 0, 881, 0, 0 
 2 ," ""200.00000001""", 18446744073709551614, 3525691, 0, 3525691, 668613, 0, 0 
 0 ," ""100000006e8.00000000""", 18446744073709551614, 0, 0, 0, 1349, 0, 0 
 1 ," ""100000006e9.00000000""", 18446744073709551614, 0, 0, 0, 101, 0, 0 
 1 ," ""100000006ea.00000000""", 18446744073709551614, 0, 0, 0, 1576, 0, 0 
 3 ," ""100000006eb.00000000""", 18446744073709551614, 0, 0, 0, 684, 0, 0 
 1 ," ""100000006ec.00000000""", 18446744073709551614, 0, 0, 0, 684, 0, 0 
 1 ," ""100000006ed.00000000""", 18446744073709551614, 0, 0, 0, 2235, 0, 0 
 3 ," ""100000006ee.00000000""", 18446744073709551614, 0, 0, 0, 65, 0, 0 
 1 ," ""100000006ef.00000000""", 18446744073709551614, 0, 0, 0, 351, 0, 0 
 3 ," ""100000006f0.00000000""", 18446744073709551614, 0, 0, 0, 1179, 0, 0 
 3 ," ""100000006f1.00000000""", 18446744073709551614, 0, 0, 0, 1202, 0, 0 
 0 ," ""100000006f2.00000000""", 18446744073709551614, 0, 0, 0, 159, 0, 0 
 2 ," ""100000006f3.00000000""", 18446744073709551614, 0, 0, 0, 346, 0, 0 
 0 ," ""100000006f4.00000000""", 18446744073709551614, 0, 0, 0, 344, 0, 0 
 2 ," ""100000006f5.00000000""", 18446744073709551614, 0, 0, 0, 135, 0, 0 
 0 ," ""100000006f6.00000000""", 18446744073709551614, 0, 0, 0, 528, 0, 0 
 0 ," ""100000006f7.00000000""", 18446744073709551614, 0, 0, 0, 3856, 0, 0 
 1 ," ""100000006f8.00000000""", 18446744073709551614, 0, 0, 0, 658, 0, 0 
 3 ," ""100000006f9.00000000""", 18446744073709551614, 0, 0, 0, 341, 0, 0 
 3 ," ""100000006fa.00000000""", 18446744073709551614, 0, 0, 0, 2827, 0, 0 
 1 ," ""100000006fb.00000000""", 18446744073709551614, 0, 0, 0, 1006, 0, 0 
 1 ," ""100000006fc.00000000""", 18446744073709551614, 0, 0, 0, 579, 0, 0 
 0 ," ""100000006fd.00000000""", 18446744073709551614, 0, 0, 0, 180, 0, 0 
 0 ," ""100000006fe.00000000""", 18446744073709551614, 0, 0, 0, 216, 0, 0 
 0 ," ""100000006ff.00000000""", 18446744073709551614, 0, 0, 0, 397, 0, 0 
 0 ," ""10000000700.00000000""", 18446744073709551614, 0, 0, 0, 443, 0, 0 
 0 ," ""10000000701.00000000""", 18446744073709551614, 0, 0, 0, 366, 0, 0 
 1 ," ""10000000702.00000000""", 18446744073709551614, 0, 0, 0, 33, 0, 0 
 2 ," ""10000000703.00000000""", 18446744073709551614, 0, 0, 0, 773, 0, 0 
 0 ," ""10000000704.00000000""", 18446744073709551614, 0, 0, 0, 916, 0, 0 
