cpu_id,oid,snap,op,opname,flags
 1 ," ""1000000063c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000063d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000063e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000063f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000640.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000641.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000642.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000643.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000644.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000645.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000646.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000647.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000648.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000649.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000064a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000064b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000064c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000064d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000064e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000064f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000650.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000651.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000652.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000653.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000654.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000655.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000656.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000657.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000658.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000659.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000065a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000065b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""200.00000001""", 18446744073709551614, 0x2201," ""write""", 0x20 
 0 ," ""mds0_openfiles.0""", 18446744073709551614, 0x2216," ""omap-set-header""", 0x0 
 0 ," ""mds0_openfiles.0""", 18446744073709551614, 0x2215," ""omap-set-vals""", 0x0 
 3 ," ""1000000065c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000065d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000065e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000065f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000660.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000661.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000662.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000663.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000664.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000665.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000666.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000667.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000668.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000669.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000066a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000066b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000066c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000066d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000066e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000066f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000670.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000671.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000672.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000673.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000674.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000675.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000676.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000677.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000678.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000679.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000067a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000067b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000067c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000067d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000067e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000067f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000680.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000681.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000682.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000683.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000684.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000685.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000686.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000687.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000688.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000689.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000068a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000068b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000068c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000068d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000068e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000068f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000690.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""10000000691.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000692.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000693.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000694.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000695.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000696.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000697.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000698.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000699.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000069a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""1000000069b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000069c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000069d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000069e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""1000000069f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006a0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006a1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006a2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006a3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006a4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006a5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006a6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006a7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006a8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006a9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006aa.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006ab.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006ac.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ad.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006ae.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006af.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006b0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006b1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006b2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006b3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006b4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006b5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006b6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006b7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006b8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006b9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ba.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006bb.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006bc.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006bd.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006be.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006bf.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006c0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006c1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006c2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006c3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006c4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006c5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006c6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006c7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006c8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006c9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ca.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006cb.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006cc.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006cd.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006ce.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006cf.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006d4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006d6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006d7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006d8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006d9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006da.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006db.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006dc.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006dd.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006de.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006df.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006e0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006e1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006e2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006e3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006e4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006e5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006e6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006e7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""200.00000001""", 18446744073709551614, 0x2201," ""write""", 0x20 
 0 ," ""100000006e8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""200.00000007""", 18446744073709551614, 0x2205," ""delete""", 0x0 
 1 ," ""100000006e9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ea.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006eb.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ec.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ed.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006ee.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006ef.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006f0.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006f1.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006f2.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006f3.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006f4.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""100000006f5.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006f6.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006f7.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006f8.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006f9.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 3 ," ""100000006fa.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006fb.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""100000006fc.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006fd.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006fe.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""100000006ff.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000700.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000701.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000702.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000703.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000704.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000705.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 1 ," ""10000000706.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000707.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000708.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000709.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000070a.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000070b.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""1000000070c.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000070d.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000070e.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""1000000070f.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000710.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 2 ," ""10000000711.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
 0 ," ""10000000712.00000000""", 18446744073709551614, 0x2201," ""write""", 0x0 
