cpu_id,oid,snap,osize,offset,length
 0 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 0 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 1 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 3 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 1 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 0 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
 3 ," ""200.00000000""", 18446744073709551614, 90, 0, 90 
