cpu_id,type,num,tid,inc
 3 , 2, 0, 41, 4 
 2 , 2, 0, 41, 4 
 3 , 2, 0, 41, 4 
 3 , 2, 0, 41, 4 
 1 , 2, 0, 41, 4 
 0 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 3 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 3 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 3 , 2, 0, 42, 4 
 2 , 2, 0, 42, 4 
 3 , 2, 0, 42, 4 
 2 , 2, 0, 42, 4 
 2 , 2, 0, 42, 4 
 1 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 1 , 0, 0, 0, 0 
 3 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 0 , 0, 0, 0, 0 
 3 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 0, 0, 0, 0 
 2 , 8, 4295, 1, 0 
 1 , 8, 4295, 2, 0 
 0 , 8, 4295, 2, 0 
 3 , 8, 4295, 2, 0 
 0 , 8, 4295, 2, 0 
 1 , 8, 4295, 2, 0 
 1 , 8, 4295, 3, 0 
 0 , 8, 4295, 3, 0 
 3 , 8, 4295, 3, 0 
 2 , 8, 4295, 4, 0 
 2 , 8, 4295, 4, 0 
 2 , 8, 4295, 4, 0 
 0 , 2, 0, 43, 4 
 2 , 2, 0, 43, 4 
 2 , 2, 0, 43, 4 
 0 , 8, 4295, 3, 0 
 0 , 8, 4295, 3, 0 
 2 , 8, 4295, 4, 0 
 0 , 8, 4295, 4, 0 
 1 , 2, 0, 43, 4 
 1 , 2, 0, 43, 4 
 2 , 8, 4295, 5, 0 
 2 , 8, 4295, 5, 0 
 0 , 8, 4295, 5, 0 
 0 , 8, 4295, 6, 0 
 2 , 8, 4295, 6, 0 
 0 , 8, 4295, 6, 0 
 2 , 8, 4295, 7, 0 
 1 , 8, 4295, 7, 0 
 0 , 8, 4295, 7, 0 
 0 , 8, 4295, 8, 0 
 1 , 8, 4295, 8, 0 
 0 , 8, 4295, 8, 0 
 0 , 8, 4295, 5, 0 
 1 , 8, 4295, 5, 0 
 0 , 8, 4295, 9, 0 
 3 , 8, 4295, 9, 0 
 3 , 8, 4295, 9, 0 
 3 , 8, 4295, 10, 0 
 1 , 8, 4295, 10, 0 
 1 , 8, 4295, 10, 0 
 3 , 8, 4295, 6, 0 
 3 , 8, 4295, 7, 0 
 3 , 8, 4295, 6, 0 
 3 , 8, 4295, 7, 0 
 3 , 8, 4295, 8, 0 
 3 , 8, 4295, 11, 0 
 2 , 8, 4295, 11, 0 
 1 , 8, 4295, 11, 0 
 2 , 8, 4295, 12, 0 
 0 , 8, 4295, 12, 0 
 3 , 8, 4295, 12, 0 
 2 , 8, 4295, 13, 0 
 3 , 8, 4295, 13, 0 
 1 , 8, 4295, 13, 0 
 0 , 8, 4295, 8, 0 
 3 , 8, 4295, 9, 0 
 0 , 8, 4295, 10, 0 
 0 , 8, 4295, 9, 0 
 0 , 8, 4295, 10, 0 
 1 , 8, 4295, 14, 0 
 0 , 8, 4295, 14, 0 
 2 , 8, 4295, 14, 0 
 1 , 8, 4295, 15, 0 
 0 , 8, 4295, 15, 0 
 2 , 8, 4295, 15, 0 
 2 , 8, 4295, 16, 0 
 0 , 8, 4295, 16, 0 
 2 , 8, 4295, 16, 0 
 2 , 8, 4295, 11, 0 
 2 , 8, 4295, 12, 0 
 2 , 8, 4295, 13, 0 
 1 , 8, 4295, 17, 0 
 2 , 8, 4295, 17, 0 
 2 , 8, 4295, 17, 0 
 0 , 8, 4295, 11, 0 
 0 , 8, 4295, 12, 0 
 0 , 8, 4295, 13, 0 
 0 , 8, 4295, 18, 0 
 2 , 8, 4295, 18, 0 
 3 , 8, 4295, 18, 0 
 3 , 8, 4295, 19, 0 
 2 , 8, 4295, 19, 0 
 1 , 8, 4295, 19, 0 
 0 , 8, 4295, 14, 0 
 3 , 8, 4295, 15, 0 
 1 , 8, 4295, 16, 0 
 1 , 8, 4295, 20, 0 
 0 , 8, 4295, 20, 0 
 2 , 8, 4295, 20, 0 
 2 , 8, 4295, 14, 0 
 1 , 8, 4295, 15, 0 
 0 , 8, 4295, 16, 0 
 1 , 8, 4295, 17, 0 
 1 , 8, 4295, 21, 0 
 0 , 8, 4295, 21, 0 
 2 , 8, 4295, 21, 0 
 3 , 8, 4295, 22, 0 
 0 , 8, 4295, 22, 0 
 1 , 8, 4295, 22, 0 
 1 , 8, 4295, 17, 0 
 1 , 8, 4295, 18, 0 
 1 , 8, 4295, 19, 0 
 1 , 8, 4295, 23, 0 
 3 , 8, 4295, 23, 0 
 1 , 8, 4295, 23, 0 
 1 , 8, 4295, 18, 0 
 3 , 8, 4295, 19, 0 
 3 , 8, 4295, 24, 0 
 1 , 8, 4295, 24, 0 
 3 , 8, 4295, 24, 0 
 3 , 8, 4295, 25, 0 
 2 , 8, 4295, 25, 0 
 3 , 8, 4295, 25, 0 
 3 , 8, 4295, 26, 0 
 1 , 8, 4295, 26, 0 
 0 , 8, 4295, 20, 0 
 0 , 8, 4295, 21, 0 
 0 , 8, 4295, 22, 0 
 2 , 8, 4295, 26, 0 
 3 , 8, 4295, 27, 0 
 2 , 8, 4295, 27, 0 
 3 , 8, 4295, 27, 0 
 1 , 8, 4295, 20, 0 
 1 , 8, 4295, 21, 0 
 0 , 8, 4295, 22, 0 
 3 , 8, 4295, 23, 0 
 3 , 8, 4295, 28, 0 
 2 , 8, 4295, 28, 0 
 1 , 8, 4295, 28, 0 
 0 , 8, 4295, 29, 0 
 2 , 8, 4295, 29, 0 
 3 , 8, 4295, 29, 0 
 0 , 8, 4295, 30, 0 
 3 , 8, 4295, 30, 0 
 2 , 8, 4295, 30, 0 
 0 , 8, 4295, 31, 0 
 2 , 8, 4295, 31, 0 
 2 , 8, 4295, 31, 0 
 2 , 8, 4295, 32, 0 
 2 , 8, 4295, 32, 0 
 0 , 8, 4295, 32, 0 
 2 , 8, 4295, 23, 0 
 2 , 8, 4295, 24, 0 
 2 , 8, 4295, 25, 0 
 2 , 8, 4295, 33, 0 
 2 , 8, 4295, 33, 0 
 2 , 8, 4295, 33, 0 
 2 , 8, 4295, 34, 0 
 2 , 8, 4295, 34, 0 
 2 , 8, 4295, 34, 0 
 2 , 8, 4295, 24, 0 
 2 , 8, 4295, 25, 0 
 2 , 8, 4295, 26, 0 
 2 , 8, 4295, 27, 0 
 2 , 8, 4295, 35, 0 
 0 , 8, 4295, 35, 0 
 2 , 8, 4295, 35, 0 
 2 , 8, 4295, 36, 0 
 0 , 8, 4295, 36, 0 
 1 , 8, 4295, 36, 0 
 2 , 8, 4295, 37, 0 
 0 , 8, 4295, 37, 0 
 2 , 8, 4295, 37, 0 
 3 , 8, 4295, 38, 0 
 0 , 8, 4295, 38, 0 
 1 , 8, 4295, 38, 0 
 3 , 8, 4295, 26, 0 
 3 , 8, 4295, 27, 0 
 0 , 8, 4295, 28, 0 
 0 , 8, 4295, 29, 0 
 0 , 8, 4295, 30, 0 
 0 , 8, 4295, 31, 0 
 3 , 8, 4295, 32, 0 
 2 , 8, 4295, 39, 0 
 1 , 8, 4295, 39, 0 
 2 , 8, 4295, 39, 0 
 1 , 8, 4295, 40, 0 
 0 , 8, 4295, 40, 0 
 2 , 8, 4295, 40, 0 
 1 , 8, 4295, 28, 0 
 3 , 8, 4295, 29, 0 
 1 , 8, 4295, 30, 0 
 1 , 8, 4295, 31, 0 
 1 , 8, 4295, 32, 0 
 3 , 8, 4295, 33, 0 
 1 , 8, 4295, 41, 0 
 0 , 8, 4295, 41, 0 
 2 , 8, 4295, 41, 0 
 1 , 8, 4295, 42, 0 
 2 , 8, 4295, 42, 0 
 0 , 8, 4295, 42, 0 
 1 , 8, 4295, 43, 0 
 3 , 8, 4295, 43, 0 
 0 , 8, 4295, 43, 0 
 3 , 8, 4295, 44, 0 
 1 , 8, 4295, 44, 0 
 0 , 8, 4295, 44, 0 
 3 , 8, 4295, 45, 0 
 0 , 8, 4295, 33, 0 
 0 , 8, 4295, 34, 0 
 0 , 8, 4295, 35, 0 
 1 , 8, 4295, 45, 0 
 0 , 8, 4295, 36, 0 
 0 , 8, 4295, 37, 0 
 3 , 8, 4295, 38, 0 
 3 , 8, 4295, 45, 0 
 0 , 8, 4295, 46, 0 
 0 , 8, 4295, 46, 0 
 3 , 8, 4295, 46, 0 
 0 , 8, 4295, 47, 0 
 0 , 8, 4295, 47, 0 
 0 , 8, 4295, 47, 0 
 1 , 8, 4295, 34, 0 
 1 , 8, 4295, 35, 0 
 1 , 8, 4295, 36, 0 
 1 , 8, 4295, 37, 0 
 0 , 8, 4295, 38, 0 
 1 , 8, 4295, 39, 0 
 2 , 8, 4295, 48, 0 
 0 , 8, 4295, 48, 0 
 3 , 8, 4295, 48, 0 
 3 , 8, 4295, 49, 0 
 0 , 8, 4295, 49, 0 
 1 , 8, 4295, 49, 0 
 1 , 8, 4295, 50, 0 
 0 , 8, 4295, 50, 0 
 3 , 8, 4295, 50, 0 
 0 , 8, 4295, 51, 0 
 0 , 8, 4295, 51, 0 
 3 , 8, 4295, 51, 0 
 1 , 8, 4295, 52, 0 
 0 , 8, 4295, 52, 0 
 3 , 8, 4295, 52, 0 
 0 , 8, 4295, 53, 0 
 3 , 8, 4295, 53, 0 
 0 , 8, 4295, 53, 0 
 0 , 8, 4295, 39, 0 
 0 , 8, 4295, 40, 0 
 0 , 8, 4295, 41, 0 
 0 , 8, 4295, 42, 0 
 0 , 8, 4295, 43, 0 
 0 , 8, 4295, 44, 0 
 0 , 8, 4295, 54, 0 
 2 , 8, 4295, 54, 0 
 3 , 8, 4295, 54, 0 
 0 , 8, 4295, 40, 0 
 0 , 8, 4295, 41, 0 
 0 , 8, 4295, 42, 0 
 0 , 8, 4295, 43, 0 
 0 , 8, 4295, 44, 0 
 0 , 8, 4295, 45, 0 
 0 , 8, 4295, 46, 0 
 0 , 8, 4295, 55, 0 
 2 , 8, 4295, 55, 0 
 3 , 8, 4295, 55, 0 
 1 , 8, 4295, 56, 0 
 0 , 8, 4295, 56, 0 
 3 , 8, 4295, 56, 0 
 3 , 8, 4295, 57, 0 
 0 , 8, 4295, 57, 0 
 3 , 8, 4295, 57, 0 
 3 , 8, 4295, 58, 0 
 0 , 8, 4295, 58, 0 
 0 , 8, 4295, 58, 0 
 1 , 8, 4295, 45, 0 
 1 , 8, 4295, 46, 0 
 1 , 8, 4295, 47, 0 
 1 , 8, 4295, 48, 0 
 1 , 8, 4295, 49, 0 
 1 , 8, 4295, 50, 0 
 1 , 8, 4295, 51, 0 
 3 , 8, 4295, 52, 0 
 2 , 8, 4295, 53, 0 
 3 , 8, 4295, 59, 0 
 2 , 8, 4295, 59, 0 
 0 , 8, 4295, 59, 0 
 2 , 8, 4295, 60, 0 
 2 , 8, 4295, 47, 0 
 0 , 8, 4295, 60, 0 
 3 , 8, 4295, 60, 0 
 2 , 8, 4295, 48, 0 
 2 , 8, 4295, 49, 0 
 2 , 8, 4295, 50, 0 
 2 , 8, 4295, 51, 0 
 2 , 8, 4295, 52, 0 
 2 , 8, 4295, 53, 0 
 2 , 8, 4295, 54, 0 
 2 , 8, 4295, 61, 0 
 0 , 8, 4295, 61, 0 
 3 , 8, 4295, 61, 0 
 2 , 8, 4295, 62, 0 
 3 , 8, 4295, 62, 0 
 0 , 8, 4295, 62, 0 
 2 , 8, 4295, 63, 0 
 0 , 8, 4295, 63, 0 
 3 , 8, 4295, 63, 0 
 1 , 8, 4295, 64, 0 
 0 , 8, 4295, 64, 0 
 3 , 8, 4295, 64, 0 
 1 , 8, 4295, 65, 0 
 0 , 8, 4295, 65, 0 
 3 , 8, 4295, 65, 0 
 1 , 8, 4295, 54, 0 
 1 , 8, 4295, 55, 0 
 1 , 8, 4295, 56, 0 
 1 , 8, 4295, 57, 0 
 1 , 8, 4295, 58, 0 
 3 , 8, 4295, 66, 0 
 3 , 8, 4295, 66, 0 
 1 , 8, 4295, 66, 0 
 3 , 8, 4295, 55, 0 
 3 , 8, 4295, 56, 0 
 3 , 8, 4295, 57, 0 
 3 , 8, 4295, 58, 0 
 3 , 8, 4295, 59, 0 
 3 , 8, 4295, 67, 0 
 3 , 8, 4295, 67, 0 
 1 , 8, 4295, 67, 0 
 3 , 8, 4295, 68, 0 
 1 , 8, 4295, 68, 0 
 3 , 8, 4295, 68, 0 
 0 , 8, 4295, 69, 0 
 1 , 8, 4295, 69, 0 
 3 , 8, 4295, 69, 0 
 0 , 8, 4295, 70, 0 
 1 , 8, 4295, 70, 0 
 3 , 8, 4295, 70, 0 
 0 , 8, 4295, 59, 0 
 0 , 8, 4295, 60, 0 
 0 , 8, 4295, 61, 0 
 0 , 8, 4295, 62, 0 
 0 , 8, 4295, 63, 0 
 0 , 8, 4295, 64, 0 
 0 , 8, 4295, 71, 0 
 1 , 8, 4295, 71, 0 
 3 , 8, 4295, 71, 0 
 0 , 8, 4295, 60, 0 
 0 , 8, 4295, 61, 0 
 0 , 8, 4295, 62, 0 
 0 , 8, 4295, 63, 0 
 0 , 8, 4295, 64, 0 
 0 , 8, 4295, 65, 0 
 0 , 8, 4295, 66, 0 
 2 , 8, 4295, 72, 0 
 1 , 8, 4295, 72, 0 
 0 , 8, 4295, 72, 0 
 0 , 8, 4295, 73, 0 
 3 , 8, 4295, 73, 0 
 0 , 8, 4295, 73, 0 
 2 , 8, 4295, 74, 0 
 3 , 8, 4295, 74, 0 
 0 , 8, 4295, 74, 0 
 2 , 8, 4295, 75, 0 
 1 , 8, 4295, 75, 0 
 0 , 8, 4295, 75, 0 
 2 , 8, 4295, 65, 0 
 2 , 8, 4295, 66, 0 
 2 , 8, 4295, 67, 0 
 0 , 8, 4295, 68, 0 
 0 , 8, 4295, 69, 0 
 0 , 8, 4295, 76, 0 
 1 , 8, 4295, 76, 0 
 2 , 8, 4295, 76, 0 
 2 , 8, 4295, 77, 0 
 0 , 8, 4295, 77, 0 
 2 , 8, 4295, 77, 0 
 2 , 8, 4295, 67, 0 
 0 , 8, 4295, 68, 0 
 0 , 8, 4295, 69, 0 
 0 , 8, 4295, 70, 0 
 0 , 8, 4295, 71, 0 
 0 , 8, 4295, 78, 0 
 2 , 8, 4295, 78, 0 
 0 , 8, 4295, 78, 0 
 0 , 8, 4295, 79, 0 
 3 , 8, 4295, 79, 0 
 2 , 8, 4295, 79, 0 
 0 , 8, 4295, 80, 0 
 3 , 8, 4295, 80, 0 
 0 , 8, 4295, 80, 0 
 3 , 8, 4295, 81, 0 
 3 , 8, 4295, 81, 0 
 0 , 8, 4295, 81, 0 
 3 , 8, 4295, 82, 0 
 2 , 8, 4295, 82, 0 
 0 , 8, 4295, 82, 0 
 0 , 8, 4295, 70, 0 
 0 , 8, 4295, 71, 0 
 0 , 8, 4295, 72, 0 
 0 , 8, 4295, 73, 0 
 0 , 8, 4295, 74, 0 
 0 , 8, 4295, 75, 0 
 0 , 8, 4295, 83, 0 
 1 , 8, 4295, 83, 0 
 0 , 8, 4295, 83, 0 
 0 , 8, 4295, 72, 0 
 0 , 8, 4295, 73, 0 
 0 , 8, 4295, 74, 0 
 0 , 8, 4295, 75, 0 
 0 , 8, 4295, 76, 0 
 2 , 8, 4295, 84, 0 
 0 , 8, 4295, 84, 0 
 0 , 8, 4295, 84, 0 
 3 , 8, 4295, 85, 0 
 0 , 8, 4295, 85, 0 
 2 , 8, 4295, 85, 0 
 0 , 8, 4295, 86, 0 
 3 , 8, 4295, 86, 0 
 0 , 8, 4295, 86, 0 
 0 , 8, 4295, 87, 0 
 3 , 8, 4295, 87, 0 
 0 , 8, 4295, 87, 0 
 1 , 8, 4295, 88, 0 
 0 , 8, 4295, 88, 0 
 3 , 8, 4295, 88, 0 
 0 , 8, 4295, 76, 0 
 1 , 8, 4295, 77, 0 
 1 , 8, 4295, 78, 0 
 0 , 8, 4295, 79, 0 
 0 , 8, 4295, 80, 0 
 0 , 8, 4295, 81, 0 
 0 , 8, 4295, 82, 0 
 1 , 8, 4295, 89, 0 
 0 , 8, 4295, 89, 0 
 3 , 8, 4295, 89, 0 
 0 , 8, 4295, 77, 0 
 0 , 8, 4295, 78, 0 
 0 , 8, 4295, 79, 0 
 0 , 8, 4295, 80, 0 
 0 , 8, 4295, 81, 0 
 0 , 8, 4295, 82, 0 
 0 , 8, 4295, 83, 0 
 0 , 8, 4295, 90, 0 
 1 , 8, 4295, 90, 0 
 0 , 8, 4295, 90, 0 
 0 , 8, 4295, 91, 0 
 1 , 8, 4295, 91, 0 
 1 , 8, 4295, 91, 0 
 0 , 8, 4295, 92, 0 
 0 , 8, 4295, 92, 0 
 1 , 8, 4295, 92, 0 
 2 , 8, 4295, 93, 0 
 0 , 8, 4295, 93, 0 
 2 , 8, 4295, 93, 0 
 2 , 8, 4295, 94, 0 
 0 , 8, 4295, 94, 0 
 2 , 8, 4295, 94, 0 
 2 , 8, 4295, 95, 0 
 2 , 8, 4295, 95, 0 
 0 , 8, 4295, 95, 0 
 3 , 8, 4295, 83, 0 
 3 , 8, 4295, 84, 0 
 3 , 8, 4295, 85, 0 
 3 , 8, 4295, 86, 0 
 3 , 8, 4295, 87, 0 
 2 , 8, 4295, 88, 0 
 0 , 8, 4295, 96, 0 
 0 , 8, 4295, 96, 0 
 2 , 8, 4295, 96, 0 
 2 , 8, 4295, 97, 0 
 2 , 8, 4295, 97, 0 
 0 , 8, 4295, 97, 0 
 1 , 8, 4295, 84, 0 
 2 , 8, 4295, 85, 0 
 2 , 8, 4295, 86, 0 
 2 , 8, 4295, 87, 0 
 3 , 8, 4295, 88, 0 
 0 , 8, 4295, 89, 0 
 1 , 8, 4295, 98, 0 
 2 , 8, 4295, 98, 0 
 0 , 8, 4295, 98, 0 
 0 , 8, 4295, 99, 0 
 0 , 8, 4295, 99, 0 
 2 , 8, 4295, 99, 0 
 3 , 8, 4295, 100, 0 
 0 , 8, 4295, 100, 0 
 2 , 8, 4295, 100, 0 
 1 , 8, 4295, 101, 0 
 2 , 8, 4295, 101, 0 
 0 , 8, 4295, 101, 0 
 3 , 8, 4295, 89, 0 
 1 , 8, 4295, 90, 0 
 1 , 8, 4295, 91, 0 
 1 , 8, 4295, 92, 0 
 1 , 8, 4295, 93, 0 
 1 , 8, 4295, 94, 0 
 1 , 8, 4295, 95, 0 
 3 , 8, 4295, 102, 0 
 2 , 8, 4295, 102, 0 
 3 , 8, 4295, 102, 0 
 3 , 8, 4295, 103, 0 
 3 , 8, 4295, 103, 0 
 2 , 8, 4295, 103, 0 
 1 , 8, 4295, 90, 0 
 1 , 8, 4295, 91, 0 
 1 , 8, 4295, 92, 0 
 1 , 8, 4295, 93, 0 
 1 , 8, 4295, 94, 0 
 1 , 8, 4295, 95, 0 
 1 , 8, 4295, 96, 0 
 1 , 8, 4295, 104, 0 
 3 , 8, 4295, 104, 0 
 2 , 8, 4295, 104, 0 
 1 , 8, 4295, 105, 0 
 2 , 8, 4295, 105, 0 
 3 , 8, 4295, 105, 0 
 1 , 8, 4295, 106, 0 
 2 , 8, 4295, 106, 0 
 3 , 8, 4295, 106, 0 
 0 , 8, 4295, 96, 0 
 0 , 8, 4295, 97, 0 
 0 , 8, 4295, 98, 0 
 0 , 8, 4295, 99, 0 
 0 , 8, 4295, 100, 0 
 0 , 8, 4295, 101, 0 
 0 , 8, 4295, 107, 0 
 2 , 8, 4295, 107, 0 
 1 , 8, 4295, 107, 0 
 2 , 8, 4295, 108, 0 
 2 , 8, 4295, 108, 0 
 3 , 8, 4295, 108, 0 
 0 , 8, 4295, 97, 0 
 0 , 8, 4295, 98, 0 
 0 , 8, 4295, 99, 0 
 3 , 8, 4295, 100, 0 
 3 , 8, 4295, 101, 0 
 3 , 8, 4295, 102, 0 
 3 , 8, 4295, 109, 0 
 2 , 8, 4295, 109, 0 
 2 , 8, 4295, 109, 0 
 3 , 8, 4295, 110, 0 
 2 , 8, 4295, 110, 0 
 3 , 8, 4295, 110, 0 
 3 , 8, 4295, 111, 0 
 2 , 8, 4295, 111, 0 
 2 , 8, 4295, 111, 0 
 3 , 8, 4295, 112, 0 
 2 , 8, 4295, 112, 0 
 2 , 8, 4295, 112, 0 
 2 , 8, 4295, 113, 0 
 1 , 8, 4295, 113, 0 
 2 , 8, 4295, 102, 0 
 2 , 8, 4295, 103, 0 
 2 , 8, 4295, 104, 0 
 2 , 8, 4295, 105, 0 
 2 , 8, 4295, 113, 0 
 2 , 8, 4295, 106, 0 
 2 , 8, 4295, 114, 0 
 1 , 8, 4295, 114, 0 
 2 , 8, 4295, 114, 0 
 2 , 8, 4295, 103, 0 
 2 , 8, 4295, 104, 0 
 2 , 8, 4295, 105, 0 
 2 , 8, 4295, 106, 0 
 2 , 8, 4295, 107, 0 
 2 , 8, 4295, 115, 0 
 1 , 8, 4295, 115, 0 
 2 , 8, 4295, 115, 0 
 2 , 8, 4295, 116, 0 
 1 , 8, 4295, 116, 0 
 2 , 8, 4295, 116, 0 
 0 , 8, 4295, 117, 0 
 1 , 8, 4295, 117, 0 
 3 , 8, 4295, 117, 0 
 3 , 8, 4295, 118, 0 
 1 , 8, 4295, 118, 0 
 2 , 8, 4295, 118, 0 
 0 , 8, 4295, 107, 0 
 0 , 8, 4295, 108, 0 
 0 , 8, 4295, 109, 0 
 0 , 8, 4295, 110, 0 
 0 , 8, 4295, 111, 0 
 0 , 8, 4295, 112, 0 
 1 , 8, 4295, 119, 0 
 2 , 8, 4295, 119, 0 
 1 , 8, 4295, 119, 0 
 0 , 8, 4295, 108, 0 
 0 , 8, 4295, 109, 0 
 3 , 8, 4295, 110, 0 
 2 , 8, 4295, 111, 0 
 2 , 8, 4295, 112, 0 
 2 , 8, 4295, 113, 0 
 2 , 8, 4295, 120, 0 
 1 , 8, 4295, 120, 0 
 2 , 8, 4295, 120, 0 
 1 , 8, 4295, 121, 0 
 2 , 8, 4295, 121, 0 
 1 , 8, 4295, 121, 0 
 1 , 8, 4295, 122, 0 
 2 , 8, 4295, 122, 0 
 1 , 8, 4295, 122, 0 
 1 , 8, 4295, 123, 0 
 1 , 8, 4295, 123, 0 
 2 , 8, 4295, 123, 0 
 3 , 8, 4295, 113, 0 
 1 , 8, 4295, 114, 0 
 1 , 8, 4295, 115, 0 
 1 , 8, 4295, 116, 0 
 1 , 8, 4295, 117, 0 
 1 , 8, 4295, 124, 0 
 0 , 8, 4295, 124, 0 
 2 , 8, 4295, 124, 0 
 1 , 8, 4295, 125, 0 
 2 , 8, 4295, 125, 0 
 0 , 8, 4295, 125, 0 
 2 , 8, 4295, 114, 0 
 1 , 8, 4295, 115, 0 
 2 , 8, 4295, 116, 0 
 1 , 8, 4295, 117, 0 
 2 , 8, 4295, 118, 0 
 1 , 8, 4295, 119, 0 
 3 , 8, 4295, 126, 0 
 2 , 8, 4295, 126, 0 
 3 , 8, 4295, 126, 0 
 3 , 8, 4295, 127, 0 
 2 , 8, 4295, 127, 0 
 0 , 8, 4295, 127, 0 
 1 , 8, 4295, 128, 0 
 2 , 8, 4295, 128, 0 
 0 , 8, 4295, 128, 0 
 3 , 8, 4295, 118, 0 
 1 , 8, 4295, 119, 0 
 1 , 8, 4295, 120, 0 
 1 , 8, 4295, 121, 0 
 1 , 8, 4295, 122, 0 
 3 , 8, 4295, 123, 0 
 2 , 8, 4295, 129, 0 
 0 , 8, 4295, 129, 0 
 3 , 8, 4295, 129, 0 
 2 , 2, 0, 44, 4 
 0 , 2, 0, 44, 4 
 3 , 2, 0, 44, 4 
 3 , 8, 4295, 120, 0 
 3 , 8, 4295, 121, 0 
 3 , 8, 4295, 122, 0 
 3 , 8, 4295, 123, 0 
 0 , 2, 0, 45, 4 
 3 , 8, 4295, 130, 0 
 2 , 8, 4295, 130, 0 
 2 , 8, 4295, 124, 0 
 3 , 2, 0, 45, 4 
 0 , 8, 4295, 130, 0 
 0 , 2, 0, 45, 4 
 2 , 8, 4295, 131, 0 
 2 , 8, 4295, 131, 0 
 0 , 8, 4295, 131, 0 
 2 , 8, 4295, 132, 0 
 0 , 8, 4295, 132, 0 
 2 , 8, 4295, 132, 0 
 0 , 8, 4295, 133, 0 
 0 , 8, 4295, 133, 0 
 3 , 8, 4295, 133, 0 
 1 , 8, 4295, 124, 0 
 0 , 8, 4295, 125, 0 
 0 , 8, 4295, 126, 0 
 0 , 8, 4295, 127, 0 
 0 , 8, 4295, 128, 0 
 0 , 8, 4295, 134, 0 
 0 , 8, 4295, 134, 0 
 3 , 8, 4295, 134, 0 
 2 , 8, 4295, 125, 0 
 2 , 8, 4295, 126, 0 
 2 , 8, 4295, 127, 0 
 0 , 8, 4295, 128, 0 
 3 , 8, 4295, 129, 0 
 3 , 8, 4295, 135, 0 
 1 , 8, 4295, 135, 0 
 0 , 8, 4295, 135, 0 
 0 , 8, 4295, 136, 0 
 2 , 8, 4295, 136, 0 
 0 , 8, 4295, 136, 0 
 0 , 8, 4295, 137, 0 
 0 , 8, 4295, 137, 0 
 2 , 8, 4295, 137, 0 
 2 , 8, 4295, 138, 0 
 0 , 8, 4295, 138, 0 
 1 , 8, 4295, 138, 0 
 1 , 2, 0, 44, 4 
 1 , 2, 0, 45, 4 
 2 , 8, 4295, 129, 0 
 2 , 8, 4295, 130, 0 
 2 , 8, 4295, 131, 0 
 0 , 8, 4295, 132, 0 
 3 , 8, 4295, 139, 0 
 0 , 8, 4295, 139, 0 
 2 , 8, 4295, 139, 0 
 1 , 2, 0, 44, 4 
 0 , 8, 4295, 130, 0 
 0 , 8, 4295, 131, 0 
 3 , 8, 4295, 132, 0 
 3 , 8, 4295, 133, 0 
 3 , 8, 4295, 134, 0 
 3 , 8, 4295, 140, 0 
 2 , 2, 0, 45, 4 
 2 , 8, 4295, 140, 0 
 2 , 8, 4295, 140, 0 
 2 , 8, 4295, 141, 0 
 2 , 8, 4295, 141, 0 
 2 , 8, 4295, 141, 0 
 2 , 8, 4295, 142, 0 
 0 , 8, 4295, 142, 0 
 2 , 8, 4295, 142, 0 
 3 , 8, 4295, 133, 0 
 3 , 8, 4295, 134, 0 
 3 , 8, 4295, 135, 0 
 3 , 8, 4295, 136, 0 
 3 , 8, 4295, 137, 0 
 3 , 8, 4295, 138, 0 
 3 , 8, 4295, 143, 0 
 3 , 8, 4295, 135, 0 
 3 , 8, 4295, 136, 0 
 0 , 8, 4295, 143, 0 
 3 , 8, 4295, 137, 0 
 2 , 8, 4295, 143, 0 
 3 , 8, 4295, 138, 0 
 3 , 8, 4295, 139, 0 
 3 , 8, 4295, 144, 0 
 0 , 8, 4295, 144, 0 
 1 , 8, 4295, 144, 0 
 2 , 8, 4295, 145, 0 
 0 , 8, 4295, 145, 0 
 3 , 8, 4295, 145, 0 
 2 , 8, 4295, 139, 0 
 2 , 8, 4295, 140, 0 
 2 , 8, 4295, 141, 0 
 2 , 8, 4295, 142, 0 
 2 , 8, 4295, 146, 0 
 0 , 8, 4295, 146, 0 
 3 , 8, 4295, 146, 0 
 2 , 8, 4295, 140, 0 
